filename,width,height,class,xmin,ymin,xmax,ymax,image_id
Avacado Sandwich 1.jpg,612,430,Avacado Sandwich,49,28,529,376,1409
Avacado Sandwich 11.jpg,612,408,Avacado Sandwich,136,14,533,335,1410
Avacado Sandwich 12.jpg,612,409,Avacado Sandwich,110,9,539,377,1411
Avacado Sandwich 13.jpg,612,408,Avacado Sandwich,196,102,470,388,1412
Avacado Sandwich 14.jpg,612,567,Avacado Sandwich,10,14,592,549,1413
Avacado Sandwich 15.jpg,612,408,Avacado Sandwich,206,171,411,287,1414
Avacado Sandwich 16.jpg,612,405,Avacado Sandwich,118,136,380,336,1415
Avacado Sandwich 17.jpg,612,408,Avacado Sandwich,24,14,374,380,1416
Avacado Sandwich 18.jpg,612,408,Avacado Sandwich,256,78,526,339,1417
Avacado Sandwich 19.jpg,612,408,Avacado Sandwich,293,61,550,331,1418
Avacado Sandwich 2.jpg,612,408,Avacado Sandwich,313,184,612,311,1419
Avacado Sandwich 20.jpg,612,408,Avacado Sandwich,282,103,424,267,1420
Avacado Sandwich 21.jpg,612,408,Avacado Sandwich,266,80,509,380,1421
Avacado Sandwich 22.jpg,612,408,Avacado Sandwich,46,139,370,305,1422
Avacado Sandwich 23.jpg,612,430,Avacado Sandwich,186,170,391,382,1423
Avacado Sandwich 23.jpg,612,430,Avacado Sandwich,360,130,509,278,1423
Avacado Sandwich 24.jpg,547,612,Avacado Sandwich,1,106,481,579,1424
Avacado Sandwich 25.jpg,612,385,Avacado Sandwich,124,149,525,356,1425
Avacado Sandwich 25.jpg,612,385,Avacado Sandwich,316,63,612,227,1425
Avacado Sandwich 29.jpg,612,408,Avacado Sandwich,307,87,612,330,1426
Avacado Sandwich 3.jpg,612,408,Avacado Sandwich,155,118,370,231,1427
Avacado Sandwich 3.jpg,612,408,Avacado Sandwich,291,276,516,396,1427
Avacado Sandwich 31.jpg,612,408,Avacado Sandwich,51,126,389,334,1428
Avacado Sandwich 32.jpg,612,408,Avacado Sandwich,217,186,382,281,1429
Avacado Sandwich 33.jpg,408,612,Avacado Sandwich,99,245,323,438,1430
Avacado Sandwich 34.jpg,612,408,Avacado Sandwich,239,131,399,308,1431
Avacado Sandwich 34.jpg,612,408,Avacado Sandwich,400,244,612,362,1431
Avacado Sandwich 35.jpg,612,408,Avacado Sandwich,14,28,503,355,1432
Avacado Sandwich 36.jpg,612,408,Avacado Sandwich,74,17,612,408,1433
Avacado Sandwich 37.jpg,612,421,Avacado Sandwich,1,1,612,421,1434
Avacado Sandwich 38.jpg,612,408,Avacado Sandwich,37,2,489,404,1435
Avacado Sandwich 39.jpg,612,405,Avacado Sandwich,194,71,598,378,1436
Avacado Sandwich 4.jpg,612,408,Avacado Sandwich,55,103,566,374,1437
Avacado Sandwich 40.jpg,612,612,Avacado Sandwich,135,156,458,451,1438
Avacado Sandwich 41.jpg,612,408,Avacado Sandwich,157,80,482,334,1439
Avacado Sandwich 43.jpg,612,408,Avacado Sandwich,12,59,341,386,1440
Avacado Sandwich 45.jpg,612,408,Avacado Sandwich,248,134,587,320,1441
Avacado Sandwich 47.jpg,612,405,Avacado Sandwich,195,94,596,348,1442
Avacado Sandwich 48.jpg,612,408,Avacado Sandwich,144,138,285,295,1443
Avacado Sandwich 49.jpg,612,408,Avacado Sandwich,106,13,563,379,1444
Avacado Sandwich 5.jpg,612,408,Avacado Sandwich,132,80,545,381,1445
Avacado Sandwich 50.jpg,612,408,Avacado Sandwich,1,1,612,408,1446
Avacado Sandwich 51.jpg,612,408,Avacado Sandwich,221,1,612,375,1447
Avacado Sandwich 52.jpg,612,408,Avacado Sandwich,185,88,612,323,1448
Avacado Sandwich 53.jpg,612,408,Avacado Sandwich,95,28,534,408,1449
Avacado Sandwich 56.jpg,612,408,Avacado Sandwich,124,221,533,398,1450
Avacado Sandwich 57.jpg,612,408,Avacado Sandwich,80,14,527,396,1451
Avacado Sandwich 58.jpg,612,408,Avacado Sandwich,176,97,465,355,1452
Avacado Sandwich 59.jpg,612,408,Avacado Sandwich,191,192,404,404,1453
Avacado Sandwich 6.jpg,612,408,Avacado Sandwich,135,92,470,375,1454
Avacado Sandwich 60.jpg,612,445,Avacado Sandwich,99,90,383,359,1455
Avacado Sandwich 62.jpg,612,408,Avacado Sandwich,232,27,583,365,1456
Avacado Sandwich 63.jpg,612,408,Avacado Sandwich,209,48,593,355,1457
Avacado Sandwich 64.jpg,612,408,Avacado Sandwich,61,181,567,355,1458
Avacado Sandwich 65.jpg,612,612,Avacado Sandwich,258,192,470,505,1459
Avacado Sandwich 65.jpg,612,612,Avacado Sandwich,163,149,310,369,1459
Avacado Sandwich 66.jpg,612,408,Avacado Sandwich,130,66,532,328,1460
Avacado Sandwich 67.jpg,612,408,Avacado Sandwich,51,191,478,369,1461
Avacado Sandwich 69.jpg,612,407,Avacado Sandwich,52,85,395,317,1462
Avacado Sandwich 7.jpg,612,408,Avacado Sandwich,193,44,575,358,1463
Avacado Sandwich 71.jpg,612,408,Avacado Sandwich,127,82,507,303,1464
Avacado Sandwich 73.jpg,612,447,Avacado Sandwich,76,15,539,430,1465
Avacado Sandwich 74.jpg,612,408,Avacado Sandwich,100,42,514,312,1466
Avacado Sandwich 8.jpg,612,408,Avacado Sandwich,207,107,407,313,1467
Avacado Sandwich 9.jpg,612,408,Avacado Sandwich,71,75,480,342,1468
Avarekai Uppittu 1.jpg,1500,1120,Avarekai Uppittu,706,1,1500,951,1469
Avarekai Uppittu 10.jpg,600,900,Avarekai Uppittu,109,436,475,768,1470
Avarekai Uppittu 11.jpg,1280,720,Avarekai Uppittu,598,1,1280,720,1471
Avarekai Uppittu 13.jpg,1280,720,Avarekai Uppittu,1,12,499,644,1472
Avarekai Uppittu 14.jpg,1280,720,Avarekai Uppittu,240,4,863,589,1473
Avarekai Uppittu 15.jpg,1280,720,Avarekai Uppittu,391,117,901,506,1474
Avarekai Uppittu 16.jpg,250,250,Avarekai Uppittu,1,1,250,250,1475
Avarekai Uppittu 17.jpg,520,390,Avarekai Uppittu,12,1,520,315,1476
Avarekai Uppittu 19.jpg,1200,797,Avarekai Uppittu,670,260,1200,762,1477
Avarekai Uppittu 19.jpg,1200,797,Avarekai Uppittu,120,1,630,345,1477
Avarekai Uppittu 2.jpg,400,300,Avarekai Uppittu,26,15,400,293,1478
Avarekai Uppittu 20.jpg,2000,3008,Avarekai Uppittu,151,856,2000,2102,1479
Avarekai Uppittu 21.jpg,236,354,Avarekai Uppittu,68,185,218,297,1480
Avarekai Uppittu 22.jpg,500,520,Avarekai Uppittu,62,101,469,370,1481
Avarekai Uppittu 23.JPG,738,475,Avarekai Uppittu,3,59,579,439,1482
Avarekai Uppittu 24.jpg,500,639,Avarekai Uppittu,81,145,391,522,1483
Avarekai Uppittu 27.jpg,1024,670,Avarekai Uppittu,190,193,869,500,1484
Avarekai Uppittu 28.jpg,1300,867,Avarekai Uppittu,201,32,1236,867,1485
Avarekai Uppittu 29.jpg,600,400,Avarekai Uppittu,48,12,567,352,1486
Avarekai Uppittu 30.JPG,511,619,Avarekai Uppittu,1,1,511,503,1487
Avarekai Uppittu 31.jpg,1200,630,Avarekai Uppittu,454,106,724,550,1488
Avarekai Uppittu 32.jpg,394,296,Avarekai Uppittu,114,44,291,246,1489
Avarekai Uppittu 33.jpg,750,521,Avarekai Uppittu,69,93,516,416,1490
Avarekai Uppittu 6.jpg,600,900,Avarekai Uppittu,177,382,549,754,1491
Avarekai Uppittu 7.jpg,480,269,Avarekai Uppittu,95,3,343,221,1492
Avarekai Uppittu 8.jpg,736,1104,Avarekai Uppittu,207,143,666,455,1493
Avarekai Uppittu 9.jpg,686,386,Avarekai Uppittu,1,48,686,386,1494
Avocado 1.jpg,408,612,Avocado,77,201,285,490,1495
Avocado 10.jpg,612,506,Avocado,212,121,568,471,1496
Avocado 10.jpg,612,506,Avocado,52,46,405,331,1496
Avocado 11.jpg,461,612,Avocado,72,148,407,412,1497
Avocado 12.jpg,612,459,Avocado,147,190,318,423,1498
Avocado 12.jpg,612,459,Avocado,313,179,486,435,1498
Avocado 13.jpg,476,612,Avocado,65,43,421,566,1499
Avocado 14.jpg,612,408,Avocado,257,70,392,268,1500
Avocado 15.jpg,612,481,Avocado,52,228,458,442,1501
Avocado 17.jpg,612,405,Avocado,255,45,564,375,1502
Avocado 18.jpg,612,408,Avocado,237,103,488,345,1503
Avocado 19.jpg,612,408,Avocado,131,99,347,390,1504
Avocado 20.jpg,612,408,Avocado,302,229,475,366,1505
Avocado 21.jpg,612,408,Avocado,240,66,575,369,1506
Avocado 21.jpg,612,408,Avocado,29,13,304,314,1506
Avocado 24.jpg,612,458,Avocado,379,153,549,294,1507
Avocado 24.jpg,612,458,Avocado,463,256,603,409,1507
Avocado 25.jpg,612,516,Avocado,233,253,389,476,1508
Avocado 25.jpg,612,516,Avocado,307,29,554,218,1508
Avocado 26.jpg,612,405,Avocado,177,17,328,257,1509
Avocado 27.jpg,612,347,Avocado,224,55,394,310,1510
Avocado 28.jpg,612,408,Avocado,206,105,344,299,1511
Avocado 29.jpg,612,408,Avocado,337,174,518,295,1512
Avocado 30.jpg,612,408,Avocado,88,196,259,384,1513
Avocado 32.jpg,612,406,Avocado,34,127,412,310,1514
Avocado 34.jpg,612,408,Avocado,341,191,553,385,1515
Avocado 35.jpg,612,597,Avocado,4,3,605,597,1516
Avocado 36.jpg,612,406,Avocado,225,42,612,276,1517
Avocado 37.jpg,612,408,Avocado,340,12,557,220,1518
Avocado 39.jpg,612,408,Avocado,279,201,497,382,1519
Avocado 4.jpg,612,444,Avocado,225,82,490,389,1520
Avocado 40.jpg,612,408,Avocado,39,133,287,301,1521
Avocado 40.jpg,612,408,Avocado,210,158,519,381,1521
Avocado 43.jpg,612,408,Avocado,322,141,525,278,1522
Avocado 44.jpg,612,408,Avocado,323,60,568,355,1523
Avocado 45.jpg,612,612,Avocado,55,259,451,533,1524
Avocado 46.jpg,612,408,Avocado,79,94,262,305,1525
Avocado 47.jpg,612,434,Avocado,135,39,547,367,1526
Avocado 48.jpg,612,612,Avocado,74,79,511,545,1527
Avocado 49.jpg,612,408,Avocado,268,173,482,389,1528
Avocado 49.jpg,612,408,Avocado,337,109,599,278,1528
Avocado 5.jpg,612,408,Avocado,207,124,532,365,1529
Avocado 50.jpg,612,507,Avocado,181,141,408,468,1530
Avocado 50.jpg,612,507,Avocado,336,67,539,436,1530
Avocado 51.jpg,612,590,Avocado,81,15,595,540,1531
Avocado 52.jpg,612,408,Avocado,138,220,276,339,1532
Avocado 52.jpg,612,408,Avocado,310,59,459,239,1532
Avocado 53.jpg,459,612,Avocado,132,279,381,558,1533
Avocado 55.jpg,612,408,Avocado,88,18,263,293,1534
Avocado 55.jpg,612,408,Avocado,242,134,416,387,1534
Avocado 56.jpg,510,340,Avocado,88,76,267,292,1535
Avocado 6.jpg,408,612,Avocado,27,11,285,317,1536
Avocado 6.jpg,408,612,Avocado,47,262,354,557,1536
Avocado 7.jpg,612,475,Avocado,255,22,577,440,1537
Avocado 8.jpg,612,408,Avocado,304,19,472,225,1538
Avocado On Toast 10.jpg,612,408,Avocado On Toast,33,40,277,360,1539
Avocado On Toast 11.jpg,612,612,Avocado On Toast,209,260,399,408,1540
Avocado On Toast 11.jpg,612,612,Avocado On Toast,210,169,402,273,1540
Avocado On Toast 13.jpg,612,408,Avocado On Toast,181,80,446,328,1541
Avocado On Toast 14.jpg,490,612,Avocado On Toast,121,281,271,481,1542
Avocado On Toast 14.jpg,490,612,Avocado On Toast,200,185,357,398,1542
Avocado On Toast 15.jpg,612,408,Avocado On Toast,13,107,384,320,1543
Avocado On Toast 15.jpg,612,408,Avocado On Toast,292,69,579,254,1543
Avocado On Toast 17.jpg,612,408,Avocado On Toast,79,119,257,352,1544
Avocado On Toast 17.jpg,612,408,Avocado On Toast,181,48,374,284,1544
Avocado On Toast 18.jpg,612,408,Avocado On Toast,152,74,420,246,1545
Avocado On Toast 19.jpg,612,408,Avocado On Toast,205,161,462,366,1546
Avocado On Toast 19.jpg,612,408,Avocado On Toast,240,19,531,189,1546
Avocado On Toast 2.jpg,612,430,Avocado On Toast,146,166,395,378,1547
Avocado On Toast 20.jpg,612,408,Avocado On Toast,263,50,437,227,1548
Avocado On Toast 20.jpg,612,408,Avocado On Toast,340,176,515,355,1548
Avocado On Toast 20.jpg,612,408,Avocado On Toast,448,62,599,231,1548
Avocado On Toast 24.jpg,612,408,Avocado On Toast,102,195,412,382,1549
Avocado On Toast 24.jpg,612,408,Avocado On Toast,164,44,475,176,1549
Avocado On Toast 28.jpg,612,407,Avocado On Toast,103,96,275,348,1550
Avocado On Toast 28.jpg,612,407,Avocado On Toast,315,103,498,341,1550
Avocado On Toast 29.jpg,612,459,Avocado On Toast,68,162,367,299,1551
Avocado On Toast 29.jpg,612,459,Avocado On Toast,92,261,521,427,1551
Avocado On Toast 3.jpg,612,411,Avocado On Toast,10,56,612,371,1552
Avocado On Toast 30.jpg,408,612,Avocado On Toast,18,176,213,478,1553
Avocado On Toast 30.jpg,408,612,Avocado On Toast,217,179,383,437,1553
Avocado On Toast 31.jpg,612,459,Avocado On Toast,107,49,488,324,1554
Avocado On Toast 32.jpg,612,408,Avocado On Toast,42,42,254,219,1555
Avocado On Toast 33.jpg,612,448,Avocado On Toast,94,57,532,364,1556
Avocado On Toast 34.jpg,612,408,Avocado On Toast,122,77,529,360,1557
Avocado On Toast 35.jpg,612,396,Avocado On Toast,151,125,299,302,1558
Avocado On Toast 36.jpg,516,612,Avocado On Toast,156,222,310,421,1559
Avocado On Toast 37.jpg,612,408,Avocado On Toast,15,103,610,389,1560
Avocado On Toast 38.jpg,612,408,Avocado On Toast,28,54,243,228,1561
Avocado On Toast 38.jpg,612,408,Avocado On Toast,275,129,509,332,1561
Avocado On Toast 39.jpg,408,612,Avocado On Toast,83,225,361,371,1562
Avocado On Toast 39.jpg,408,612,Avocado On Toast,83,51,364,206,1562
Avocado On Toast 4.jpg,612,361,Avocado On Toast,160,120,328,300,1563
Avocado On Toast 4.jpg,612,361,Avocado On Toast,324,140,496,340,1563
Avocado On Toast 40.jpg,612,408,Avocado On Toast,202,86,399,268,1564
Avocado On Toast 40.jpg,612,408,Avocado On Toast,17,156,216,341,1564
Avocado On Toast 40.jpg,612,408,Avocado On Toast,392,116,591,301,1564
Avocado On Toast 41.jpg,408,612,Avocado On Toast,62,199,345,539,1565
Avocado On Toast 42.jpg,612,408,Avocado On Toast,2,5,612,404,1566
Avocado On Toast 44.jpg,612,411,Avocado On Toast,64,39,206,207,1567
Avocado On Toast 45.jpg,612,408,Avocado On Toast,311,225,452,377,1568
Avocado On Toast 46.jpg,612,408,Avocado On Toast,67,148,582,353,1569
Avocado On Toast 46.jpg,612,408,Avocado On Toast,26,11,456,180,1569
Avocado On Toast 48.jpg,612,408,Avocado On Toast,54,1,392,244,1570
Avocado On Toast 48.jpg,612,408,Avocado On Toast,244,106,612,398,1570
Avocado On Toast 49.jpg,408,612,Avocado On Toast,34,292,275,486,1571
Avocado On Toast 5.jpg,612,408,Avocado On Toast,69,84,607,376,1572
Avocado On Toast 50.jpg,612,408,Avocado On Toast,219,55,427,268,1573
Avocado On Toast 50.jpg,612,408,Avocado On Toast,71,173,268,360,1573
Avocado On Toast 53.jpg,612,408,Avocado On Toast,67,39,578,377,1574
Avocado On Toast 54.jpg,612,408,Avocado On Toast,29,1,515,394,1575
Avocado On Toast 55.jpg,408,612,Avocado On Toast,10,212,264,587,1576
Avocado On Toast 55.jpg,408,612,Avocado On Toast,188,61,403,417,1576
Avocado On Toast 56.jpg,523,612,Avocado On Toast,100,117,351,484,1577
Avocado On Toast 57.jpg,408,612,Avocado On Toast,114,224,302,398,1578
Avocado On Toast 59.jpg,612,408,Avocado On Toast,222,44,612,383,1579
Avocado On Toast 6.jpg,612,411,Avocado On Toast,13,46,612,371,1580
Avocado On Toast 60.jpg,344,612,Avocado On Toast,2,197,344,465,1581
Avocado On Toast 60.jpg,344,612,Avocado On Toast,13,66,293,219,1581
Avocado On Toast 61.jpg,408,612,Avocado On Toast,88,44,324,284,1582
Avocado On Toast 61.jpg,408,612,Avocado On Toast,86,265,373,548,1582
Avocado On Toast 62.jpg,612,612,Avocado On Toast,177,200,527,456,1583
Avocado On Toast 63.jpg,612,408,Avocado On Toast,38,7,372,254,1584
Avocado On Toast 63.jpg,612,408,Avocado On Toast,328,64,608,365,1584
Avocado On Toast 64.jpg,408,612,Avocado On Toast,138,186,262,410,1585
Avocado On Toast 65.jpg,408,612,Avocado On Toast,134,258,388,514,1586
Avocado On Toast 66.jpg,612,408,Avocado On Toast,272,143,482,378,1587
Avocado On Toast 66.jpg,612,408,Avocado On Toast,72,46,407,296,1587
Avocado On Toast 67.jpg,408,612,Avocado On Toast,27,205,397,593,1588
Avocado On Toast 67.jpg,408,612,Avocado On Toast,102,21,408,300,1588
Avocado On Toast 68.jpg,612,408,Avocado On Toast,219,116,396,285,1589
Avocado On Toast 69.jpg,612,392,Avocado On Toast,79,193,524,392,1590
Avocado On Toast 7.jpg,612,408,Avocado On Toast,49,64,439,357,1591
Avocado On Toast 8.jpg,479,612,Avocado On Toast,156,276,329,487,1592
Avocado On Toast 9.jpg,612,408,Avocado On Toast,121,138,322,300,1593
Avocado On Toast 9.jpg,612,408,Avocado On Toast,288,97,496,252,1593
Baby Back Ribs 1.jpg,512,384,Baby Back Ribs,1,1,310,327,1594
Baby Back Ribs 10.jpg,512,384,Baby Back Ribs,83,43,256,268,1595
Baby Back Ribs 11.jpg,512,384,Baby Back Ribs,118,2,491,384,1596
Baby Back Ribs 12.jpg,382,512,Baby Back Ribs,55,31,346,316,1597
Baby Back Ribs 14.jpg,512,382,Baby Back Ribs,52,19,512,307,1598
Baby Back Ribs 15.jpg,384,512,Baby Back Ribs,19,149,206,281,1599
Baby Back Ribs 15.jpg,384,512,Baby Back Ribs,58,252,341,383,1599
Baby Back Ribs 18.jpg,341,512,Baby Back Ribs,1,188,341,370,1600
Baby Back Ribs 19.jpg,512,382,Baby Back Ribs,29,74,453,381,1601
Baby Back Ribs 2.jpg,512,383,Baby Back Ribs,317,148,434,322,1602
Baby Back Ribs 20.jpg,512,384,Baby Back Ribs,71,85,251,307,1603
Baby Back Ribs 20.jpg,512,384,Baby Back Ribs,150,71,326,263,1603
Baby Back Ribs 22.jpg,384,512,Baby Back Ribs,1,144,327,472,1604
Baby Back Ribs 23.jpg,382,512,Baby Back Ribs,37,285,268,430,1605
Baby Back Ribs 23.jpg,382,512,Baby Back Ribs,103,189,382,382,1605
Baby Back Ribs 23.jpg,382,512,Baby Back Ribs,1,214,248,390,1605
Baby Back Ribs 24.jpg,384,512,Baby Back Ribs,24,105,365,508,1606
Baby Back Ribs 25.jpg,512,384,Baby Back Ribs,29,127,264,275,1607
Baby Back Ribs 25.jpg,512,384,Baby Back Ribs,183,28,360,230,1607
Baby Back Ribs 26.jpg,382,512,Baby Back Ribs,6,137,240,487,1608
Baby Back Ribs 27.jpg,512,384,Baby Back Ribs,1,92,512,335,1609
Baby Back Ribs 28.jpg,512,384,Baby Back Ribs,221,1,426,204,1610
Baby Back Ribs 29.jpg,512,512,Baby Back Ribs,12,76,512,334,1611
Baby Back Ribs 29.jpg,512,512,Baby Back Ribs,67,13,478,456,1611
Baby Back Ribs 30.jpg,512,382,Baby Back Ribs,3,24,276,373,1612
Baby Back Ribs 31.jpg,384,512,Baby Back Ribs,36,220,335,501,1613
Baby Back Ribs 32.jpg,512,382,Baby Back Ribs,1,143,512,382,1614
Baby Back Ribs 33.jpg,512,385,Baby Back Ribs,73,110,282,323,1615
Baby Back Ribs 35.jpg,384,512,Baby Back Ribs,131,61,351,218,1616
Baby Back Ribs 36.jpg,512,342,Baby Back Ribs,117,61,460,312,1617
Baby Back Ribs 37.jpg,382,512,Baby Back Ribs,47,206,382,444,1618
Baby Back Ribs 38.jpg,512,382,Baby Back Ribs,294,56,486,382,1619
Baby Back Ribs 39.jpg,384,512,Baby Back Ribs,130,102,384,392,1620
Baby Back Ribs 40.jpg,512,382,Baby Back Ribs,174,1,483,178,1621
Baby Back Ribs 41.jpg,512,384,Baby Back Ribs,28,120,512,345,1622
Baby Back Ribs 42.jpg,512,384,Baby Back Ribs,26,119,469,355,1623
Baby Back Ribs 43.jpg,512,341,Baby Back Ribs,105,57,355,279,1624
Baby Back Ribs 44.jpg,384,512,Baby Back Ribs,1,213,208,456,1625
Baby Back Ribs 44.jpg,384,512,Baby Back Ribs,114,177,301,410,1625
Baby Back Ribs 44.jpg,384,512,Baby Back Ribs,212,194,384,422,1625
Baby Back Ribs 45.jpg,512,384,Baby Back Ribs,42,135,352,384,1626
Baby Back Ribs 45.jpg,512,384,Baby Back Ribs,139,84,444,362,1626
Baby Back Ribs 46.jpg,512,341,Baby Back Ribs,169,118,410,227,1627
Baby Back Ribs 47.jpg,512,384,Baby Back Ribs,1,71,512,284,1628
Baby Back Ribs 48.jpg,512,384,Baby Back Ribs,114,74,512,379,1629
Baby Back Ribs 49.jpg,384,512,Baby Back Ribs,8,175,383,453,1630
Baby Back Ribs 5.jpg,512,382,Baby Back Ribs,86,1,512,375,1631
Baby Back Ribs 50.jpg,512,341,Baby Back Ribs,1,80,426,324,1632
Baby Back Ribs 51.jpg,512,384,Baby Back Ribs,154,52,485,362,1633
Baby Back Ribs 52.jpg,512,384,Baby Back Ribs,257,134,429,307,1634
Baby Back Ribs 53.jpg,512,384,Baby Back Ribs,88,58,345,314,1635
Baby Back Ribs 54.jpg,512,384,Baby Back Ribs,55,44,483,211,1636
Baby Back Ribs 55.jpg,512,383,Baby Back Ribs,1,124,269,249,1637
Baby Back Ribs 57.jpg,512,384,Baby Back Ribs,21,33,412,384,1638
Baby Back Ribs 58.jpg,512,383,Baby Back Ribs,2,1,512,238,1639
Baby Back Ribs 59.jpg,512,384,Baby Back Ribs,7,63,373,223,1640
Baby Back Ribs 61.jpg,383,512,Baby Back Ribs,63,164,360,392,1641
Baby Back Ribs 62.jpg,383,512,Baby Back Ribs,2,1,383,508,1642
Baby Back Ribs 63.jpg,383,512,Baby Back Ribs,1,143,374,512,1643
Baby Back Ribs 64.jpg,512,384,Baby Back Ribs,223,122,491,379,1644
Baby Back Ribs 66.jpg,512,382,Baby Back Ribs,241,90,464,332,1645
Baby Back Ribs 68.jpg,384,512,Baby Back Ribs,11,6,384,406,1646
Baby Back Ribs 8.jpg,512,291,Baby Back Ribs,50,18,421,203,1647
Baby Back Ribs 9.jpg,384,512,Baby Back Ribs,87,126,358,380,1648
Bacon 1.jpg,474,315,Bacon,44,44,399,269,1649
Bacon 11.jpg,474,474,Bacon,55,46,451,326,1650
Bacon 12.jpg,474,474,Bacon,103,37,453,445,1651
Bacon 13.jpg,474,316,Bacon,158,12,287,297,1652
Bacon 14.jpg,474,266,Bacon,76,16,425,244,1653
Bacon 15.jpg,474,474,Bacon,30,310,260,466,1654
Bacon 17.jpg,288,216,Bacon,34,16,275,169,1655
Bacon 19.jpg,474,355,Bacon,117,69,467,350,1656
Bacon 2.jpg,474,711,Bacon,6,170,461,610,1657
Bacon 20.jpg,474,355,Bacon,26,7,231,352,1658
Bacon 21.jpg,474,378,Bacon,23,41,394,353,1659
Bacon 22.jpg,474,355,Bacon,36,35,461,334,1660
Bacon 23.jpg,474,316,Bacon,46,30,426,254,1661
Bacon 24.jpg,474,316,Bacon,58,136,420,283,1662
Bacon 25.jpg,474,711,Bacon,13,162,466,607,1663
Bacon 3.jpg,474,355,Bacon,107,72,368,344,1664
Bacon 30.jpg,474,474,Bacon,183,56,416,292,1665
Bacon 31.jpg,474,711,Bacon,25,82,468,577,1666
Bacon 32.jpg,474,355,Bacon,64,62,449,344,1667
Bacon 33.jpg,474,316,Bacon,79,35,386,293,1668
Bacon 35.jpg,474,473,Bacon,61,57,429,400,1669
Bacon 36.jpg,474,266,Bacon,35,44,431,259,1670
Bacon 37.jpg,474,711,Bacon,12,94,467,576,1671
Bacon 39.jpg,474,317,Bacon,24,35,445,280,1672
Bacon 4.jpg,474,296,Bacon,166,89,448,281,1673
Bacon 40.jpg,474,474,Bacon,74,86,407,409,1674
Bacon 41.jpg,474,293,Bacon,60,48,399,269,1675
Bacon 42.jpg,474,316,Bacon,99,23,386,278,1676
Bacon 43.jpg,474,316,Bacon,147,57,444,247,1677
Bacon 44.jpg,474,315,Bacon,27,42,449,287,1678
Bacon 45.jpg,474,713,Bacon,13,115,426,625,1679
Bacon 46.jpg,474,474,Bacon,89,102,451,446,1680
Bacon 47.jpg,474,477,Bacon,92,133,377,363,1681
Bacon 48.jpg,474,474,Bacon,37,68,447,429,1682
Bacon 49.jpg,474,474,Bacon,40,83,439,403,1683
Bacon 5.jpg,474,653,Bacon,84,68,438,534,1684
Bacon 50.jpg,474,355,Bacon,166,25,399,340,1685
Bacon 53.jpg,474,316,Bacon,37,68,426,266,1686
Bacon 54.jpg,474,305,Bacon,105,46,422,270,1687
Bacon 6.jpg,474,266,Bacon,77,65,404,223,1688
Bacon 7.jpg,474,474,Bacon,65,116,421,389,1689
Bacon 8.jpg,474,364,Bacon,78,59,423,327,1690
Bacon 9.jpg,474,316,Bacon,87,70,402,266,1691
Badam Milkshake 10.jpg,640,640,Badam Milkshake,182,79,423,583,1692
Badam Milkshake 100.jpg,640,640,Badam Milkshake,260,108,501,463,1693
Badam Milkshake 101.jpg,640,640,Badam Milkshake,184,240,458,391,1694
Badam Milkshake 101.jpg,640,640,Badam Milkshake,1,52,230,185,1694
Badam Milkshake 102.jpg,261,193,Badam Milkshake,27,15,188,190,1695
Badam Milkshake 103.jpg,640,640,Badam Milkshake,169,190,529,352,1696
Badam Milkshake 104.jpg,640,640,Badam Milkshake,154,225,467,518,1697
Badam Milkshake 105.jpg,640,640,Badam Milkshake,36,96,267,631,1698
Badam Milkshake 105.jpg,640,640,Badam Milkshake,356,78,587,613,1698
Badam Milkshake 108.jpg,640,640,Badam Milkshake,313,129,578,611,1699
Badam Milkshake 109.jpg,640,640,Badam Milkshake,96,294,424,481,1700
Badam Milkshake 11.jpg,640,640,Badam Milkshake,89,204,579,503,1701
Badam Milkshake 110.jpg,640,640,Badam Milkshake,107,119,472,481,1702
Badam Milkshake 111.jpg,640,640,Badam Milkshake,115,212,392,535,1703
Badam Milkshake 113.jpg,300,168,Badam Milkshake,64,13,267,168,1704
Badam Milkshake 114.jpg,640,640,Badam Milkshake,167,43,535,271,1705
Badam Milkshake 115.jpg,640,640,Badam Milkshake,231,77,432,323,1706
Badam Milkshake 116.jpg,640,640,Badam Milkshake,214,127,402,596,1707
Badam Milkshake 116.jpg,640,640,Badam Milkshake,443,10,631,479,1707
Badam Milkshake 117.jpg,640,640,Badam Milkshake,144,49,325,454,1708
Badam Milkshake 117.jpg,640,640,Badam Milkshake,297,169,569,512,1708
Badam Milkshake 118.jpg,640,640,Badam Milkshake,131,258,492,440,1709
Badam Milkshake 119.jpg,640,640,Badam Milkshake,36,46,205,490,1710
Badam Milkshake 12.jpg,640,640,Badam Milkshake,246,127,398,550,1711
Badam Milkshake 120.jpg,640,640,Badam Milkshake,369,175,496,560,1712
Badam Milkshake 120.jpg,640,640,Badam Milkshake,153,1,284,285,1712
Badam Milkshake 121.jpg,640,640,Badam Milkshake,215,223,308,388,1713
Badam Milkshake 121.jpg,640,640,Badam Milkshake,347,300,446,496,1713
Badam Milkshake 122.jpg,640,640,Badam Milkshake,69,166,385,412,1714
Badam Milkshake 123.jpg,640,640,Badam Milkshake,408,66,561,441,1715
